2;arms_factory;3011.00;11.70;1364.00;0.20;0
2;arms_factory;2995.00;9.53;1361.00;3.22;0
2;arms_factory;3005.00;11.03;1371.00;5.88;0
2;arms_factory;3008.00;11.07;1364.00;2.26;0
2;arms_factory;3015.00;9.93;1350.00;0.11;0
2;arms_factory;3011.00;11.12;1358.00;1.67;0
2;industrial_complex;3019.00;11.03;1355.00;5.79;0
2;industrial_complex;3012.00;10.82;1355.00;0.71;0
2;industrial_complex;3007.00;10.32;1357.00;4.83;0
2;industrial_complex;2998.00;10.03;1364.00;0.11;0
2;industrial_complex;3002.00;9.68;1355.00;2.78;0
2;industrial_complex;3011.00;11.70;1364.00;5.44;0
2;air_base;3016.00;9.65;1349.00;2.17;0
2;naval_base;3007.00;9.50;1351.00;-0.90;5656
2;naval_base;3021.00;9.50;1347.00;0.17;1452
2;naval_base;2999.00;9.50;1355.00;-0.46;5656
2;naval_base;2994.00;9.50;1360.00;-0.93;5656
2;naval_base;2988.00;9.50;1367.00;-0.90;5579
2;bunker;3012.00;10.82;1355.00;5.95;0
2;bunker;2997.00;10.38;1368.00;2.33;0
2;bunker;3001.00;10.32;1371.00;3.89;0
2;bunker;3002.00;9.90;1362.00;1.73;0
2;bunker;3012.00;11.85;1361.00;4.40;0
2;bunker;3009.00;11.30;1363.00;0.78;0
2;bunker;3022.00;10.88;1353.00;2.34;0
2;coastal_bunker;3018.00;9.50;1348.00;0.32;0
2;coastal_bunker;3022.00;9.50;1346.00;0.17;0
2;coastal_bunker;2994.00;9.50;1360.00;-0.93;0
2;coastal_bunker;3000.00;9.50;1355.00;-0.46;0
2;coastal_bunker;2989.00;9.50;1366.00;-0.90;0
2;dockyard;2994.00;9.50;1361.00;-0.93;0
2;anti_air_building;3016.00;10.57;1352.00;2.85;0
2;anti_air_building;3013.00;12.18;1361.00;5.51;0
2;anti_air_building;2992.00;9.70;1367.00;1.90;0
2;synthetic_refinery;3014.00;11.73;1358.00;6.02;0
2;fuel_silo;3005.00;10.12;1360.00;6.12;0
2;radar_station;3006.00;10.45;1362.00;6.20;0
2;rocket_site;3002.00;9.68;1358.00;1.80;0
2;nuclear_reactor;3021.00;10.20;1351.00;4.46;0
3;arms_factory;2931.00;13.80;1458.00;5.88;0
3;arms_factory;2926.00;14.80;1448.00;2.26;0
3;arms_factory;2916.00;12.25;1451.00;0.11;0
3;arms_factory;2926.00;15.98;1438.00;1.67;0
3;arms_factory;2914.00;9.70;1444.00;5.79;0
3;arms_factory;2933.00;16.25;1450.00;0.71;0
3;industrial_complex;2910.00;10.10;1455.00;4.83;0
3;industrial_complex;2915.00;11.75;1441.00;0.11;0
3;industrial_complex;2928.00;14.93;1446.00;2.78;0
3;industrial_complex;2933.00;15.28;1446.00;5.44;0
3;industrial_complex;2918.00;10.88;1462.00;2.17;0
3;industrial_complex;2926.00;11.20;1465.00;3.38;0
3;air_base;2922.00;13.62;1443.00;1.22;0
3;bunker;2914.00;10.38;1453.00;5.34;0
3;bunker;2935.00;14.03;1458.00;5.45;0
3;bunker;2921.00;14.03;1451.00;3.29;0
3;bunker;2929.00;14.65;1452.00;5.95;0
3;bunker;2920.00;10.38;1460.00;2.33;0
3;bunker;2917.00;11.23;1443.00;3.89;0
3;bunker;2918.00;15.03;1436.00;1.73;0
3;bunker;2924.00;10.50;1462.00;4.40;0
3;bunker;2907.00;9.85;1449.00;0.78;0
3;bunker;2929.00;15.53;1438.00;2.34;0
3;bunker;2932.00;15.38;1447.00;0.18;0
3;anti_air_building;2925.00;14.07;1456.00;2.84;0
3;anti_air_building;2913.00;10.82;1449.00;5.50;0
3;anti_air_building;2925.00;16.25;1440.00;2.24;0
3;synthetic_refinery;2928.00;10.60;1463.00;3.45;0
3;fuel_silo;2911.00;10.48;1450.00;1.29;0
3;radar_station;2918.00;13.10;1451.00;4.79;0
3;rocket_site;2923.00;16.10;1438.00;5.51;0
3;nuclear_reactor;2928.00;13.50;1455.00;1.90;0
4;arms_factory;3043.00;13.50;1473.00;0.11;0
4;arms_factory;3052.00;11.85;1466.00;1.67;0
4;arms_factory;3055.00;10.50;1494.00;5.79;0
4;arms_factory;3067.00;9.90;1485.00;0.71;0
4;arms_factory;3068.00;9.95;1474.00;4.83;0
4;arms_factory;3066.00;10.30;1483.00;0.11;0
4;industrial_complex;3053.00;12.93;1470.00;2.78;0
4;industrial_complex;3042.00;13.10;1461.00;5.44;0
4;industrial_complex;3057.00;12.48;1483.00;2.17;0
4;industrial_complex;3068.00;9.78;1479.00;3.38;0
4;industrial_complex;3060.00;11.80;1481.00;1.22;0
4;industrial_complex;3058.00;10.28;1462.00;5.34;0
4;air_base;3056.00;12.53;1479.00;5.45;0
4;bunker;3046.00;13.03;1455.00;3.29;0
4;bunker;3056.00;12.85;1481.00;5.95;0
4;bunker;3055.00;10.25;1455.00;2.33;0
4;bunker;3061.00;11.10;1479.00;3.89;0
4;bunker;3056.00;10.15;1489.00;1.73;0
4;bunker;3052.00;14.32;1476.00;4.40;0
4;bunker;3064.00;9.98;1492.00;0.78;0
4;bunker;3061.00;10.88;1471.00;2.34;0
4;bunker;3043.00;13.12;1463.00;0.18;0
4;bunker;3070.00;9.70;1477.00;2.84;0
4;bunker;3061.00;10.28;1464.00;5.50;0
4;bunker;3039.00;13.10;1456.00;2.24;0
4;bunker;3067.00;10.10;1482.00;3.45;0
4;anti_air_building;3042.00;13.15;1460.00;1.29;0
4;anti_air_building;3050.00;13.40;1468.00;2.85;0
4;anti_air_building;3061.00;10.90;1473.00;5.51;0
4;synthetic_refinery;3057.00;12.68;1481.00;1.90;0
4;fuel_silo;3055.00;10.40;1462.00;6.02;0
4;radar_station;3055.00;13.25;1473.00;3.26;0
4;rocket_site;3055.00;10.32;1460.00;3.96;0
4;nuclear_reactor;3041.00;13.20;1467.00;1.80;0
